season,week,date,firstDownDiff,netPassYdsDiff,totalYdsDiff,turnoverDiff,totalPlaysDiff,rushAttDiff,rushYdsDiff,rushTDDiff,passCompDiff,passAttDiff,passYdsDiff,passTDDiff,passIntDiff,timesSackedDiff,sackYdsLostDiff,fumDiff,fumLostDiff,numPenDiff,penYdsDiff,thirdConvDiff,thirdAttDiff,thirdPercDiff,fourthConvDiff,fourthAttDiff,fourthPercDiff,topDiff,eloDiff,winner
2007,19,2008-01-12,10,1,208,1,6,17,207,2,-1,-10,-21,2,0,-1,-22,0,1,1,19,4,1,0.75,0,-1,NA,8,40.22700000000009,Home
2007,6,2007-10-14,-5,-41,-79,-1,-10,-9,-38,0,-2,0,-29,-1,1,-1,12,0,-2,-3,-18,-1,0,-0.14285714285714285,0,-2,NA,-5.599999999999998,63.60699999999997,Home
2007,15,2007-12-13,1,-36,50,1,-6,11,86,3,-11,-12,-54,0,1,-5,-18,0,0,-2,-10,-1,-1,-0.09523809523809523,0,-3,NA,0.8599999999999994,-17.21900000000005,Home
2007,3,2007-09-23,-2,-56,-108,2,-6,-12,-52,-1,7,4,-37,0,2,2,19,2,0,-3,-15,-3,0,-0.375,1,1,NA,-1.9399999999999977,-171.058,Away
2007,17,2007-12-30,-5,-165,-91,0,-11,11,74,3,-14,-21,-174,-3,1,-1,-9,-1,-1,-5,-25,-1,-1,-0.09999999999999998,0,0,0,-3.5600000000000023,-169.38400000000001,Home
2007,1,2007-09-09,-1,59,96,-2,2,14,37,0,-6,-11,57,1,-1,-1,-2,-2,-1,1,5,1,1,0.07142857142857145,-1,-1,NA,5.659999999999997,-105.64200000000005,Home
2007,5,2007-10-07,3,130,67,1,9,3,-63,0,4,5,138,0,0,1,8,0,1,0,17,0,0,0,1,1,NA,2.3400000000000034,77.08399999999983,Home
2007,11,2007-11-18,-1,7,63,-1,-10,6,56,0,-12,-16,3,1,-2,0,-4,0,1,-1,-8,-4,-5,-0.3055555555555556,1,0,0.5,-3.8999999999999986,-36.662999999999784,Home
2007,14,2007-12-09,2,-48,-48,0,7,10,0,-2,2,-2,-57,3,0,-1,-9,0,0,1,10,3,1,0.3392857142857143,0,-2,NA,10.200000000000003,-104.62799999999993,Home
2007,7,2007-10-21,-5,27,-89,4,-24,-27,-116,-2,2,2,33,4,3,1,6,1,1,-2,-8,-3,-5,-0.2,1,1,NA,-13.439999999999998,-74.52199999999993,Away
2007,4,2007-09-30,8,62,65,-2,6,1,3,1,7,6,62,2,-1,-1,0,-2,-1,-2,-22,0,-1,0.09999999999999998,0,0,NA,1.6000000000000014,151.20800000000008,Home
2007,16,2007-12-23,15,105,159,-2,17,12,54,2,9,4,107,1,-3,1,2,1,1,-1,-15,3,2,0.41666666666666663,0,0,0,11.5,259.5619999999999,Home
2007,13,2007-12-02,-8,36,-69,-1,-8,-6,-105,-1,-4,0,31,2,0,-2,-5,-1,-1,-6,-49,4,3,0.275,-1,-1,NA,-11.5,109.78500000000008,Home
2007,11,2007-11-18,5,-12,-18,-1,5,0,-6,1,-3,5,-6,-1,1,0,6,-2,-2,-3,-23,0,0,0,1,1,NA,-4.760000000000002,251.13100000000009,Home
2007,19,2008-01-13,9,90,35,2,13,-12,-55,-1,16,25,90,0,1,0,0,0,1,-5,-25,-3,-1,-0.43333333333333335,2,4,NA,0.7000000000000028,52.972999999999956,Away
2007,9,2007-11-04,2,-27,-13,0,-1,3,14,1,-5,-5,-30,-2,-1,1,-3,2,1,-6,-121,-1,1,-0.30000000000000004,0,0,NA,0.5399999999999991,-7.106999999999971,Away
2007,1,2007-09-06,2,101,159,-2,-9,3,58,1,-10,-11,96,3,-2,-1,-5,-1,0,2,10,-2,-1,-0.2142857142857143,-1,-1,NA,-3.5,137.95000000000005,Home
2007,5,2007-10-07,16,93,223,0,37,28,130,2,8,10,88,0,0,-1,-5,0,0,-1,-6,4,3,0.425,1,1,NA,16.5,204.04999999999995,Home
2007,17,2007-12-30,-12,-110,-162,-1,-19,-29,-52,-1,1,9,-100,1,0,1,10,-1,-1,-1,14,1,1,0.0714285714285714,0,1,NA,-11.060000000000002,259.15100000000007,Away
2007,2,2007-09-16,4,85,116,0,11,9,31,-1,5,5,72,1,0,-3,-13,1,0,6,47,-5,-4,-0.43333333333333335,1,3,NA,8.5,102.65300000000002,Home
2007,12,2007-11-25,1,89,119,-2,-1,2,30,1,-4,-3,85,0,-2,0,-4,0,0,-4,-24,1,2,-0.015873015873015817,-1,-1,-0.5,-1.5,75.4670000000001,Home
2007,14,2007-12-09,14,150,278,-1,21,23,128,1,5,-1,144,2,-1,-1,-6,1,0,1,-10,3,3,0.375,0,-1,0.16666666666666669,17.939999999999998,187.80500000000006,Home
2007,6,2007-10-14,2,-116,67,0,-8,2,183,2,-8,-9,-120,1,-1,-1,-4,1,1,-5,-30,2,2,0.22857142857142854,0,0,0,-1.3400000000000034,119.64699999999993,Home
2007,7,2007-10-22,-6,-134,-158,2,-6,-6,-24,-1,-6,-1,-131,-1,1,1,3,1,1,-2,-7,-2,-2,-0.22857142857142854,1,5,-0.6666666666666667,-8.239999999999998,-103.23000000000002,Away
2007,11,2007-11-18,0,-120,-77,-2,1,17,43,0,-7,-16,-120,1,-2,0,0,0,0,1,11,2,2,0.125,1,0,0.5,5.900000000000002,-7.259999999999991,Home
2007,16,2007-12-23,13,131,222,-2,-9,-2,91,3,3,-5,124,3,-2,-2,-7,-1,0,-5,-46,0,-6,0.4444444444444444,-1,-2,NA,-5.599999999999998,299.07400000000007,Home
2007,1,2007-09-09,-9,129,-78,-1,-19,-32,-207,-1,6,12,126,1,-1,1,-3,-2,0,0,16,-2,-2,-0.22857142857142854,0,0,0,-13.840000000000003,49.99299999999994,Away
2007,6,2007-10-14,-2,-62,-19,-1,9,16,43,1,-1,-8,-56,0,-2,1,6,1,1,3,-4,6,5,0.6,0,-1,NA,10.340000000000003,16.067999999999984,Home
2007,10,2007-11-11,1,31,-43,3,10,-7,-74,-1,6,14,53,-1,2,3,22,0,1,-8,-44,-1,-2,-0.041666666666666685,1,1,0.5,1.0399999999999991,58.89799999999991,Away
2007,9,2007-11-04,1,-181,-198,0,-3,-5,-17,1,-5,-2,-147,0,0,4,34,-2,0,-7,-57,-4,-3,-0.5,0,0,NA,-4.239999999999998,-41.587999999999965,Away
2007,5,2007-10-07,-6,60,-86,1,-10,-25,-146,-1,5,16,61,0,1,-1,1,1,0,-2,-5,-4,-2,-0.5142857142857142,2,1,1,-13.439999999999998,-22.192000000000007,Away
2007,13,2007-12-02,6,41,-62,3,17,-8,-103,-2,11,19,70,0,2,6,29,-1,1,0,8,1,0,0.125,2,4,NA,7.939999999999998,-151.66499999999996,Away
2007,3,2007-09-23,-4,68,-5,0,-2,2,-73,-1,6,0,37,1,0,-4,-31,-1,0,4,16,1,2,0.08333333333333334,0,-2,NA,3.240000000000002,41.9849999999999,Home
2007,12,2007-11-25,-1,-31,-20,0,10,8,11,0,-3,1,-25,0,1,1,6,0,-1,0,-10,-1,0,-0.16666666666666666,1,2,NA,4.359999999999999,160.89100000000008,Away
2007,15,2007-12-16,-2,38,-21,3,1,-15,-59,0,9,17,26,0,2,-1,-12,0,1,3,26,5,3,0.5,1,1,NA,-1.3999999999999986,-76.25699999999983,Away
2007,12,2007-11-25,-1,95,122,-2,8,10,27,-1,4,2,58,2,0,-4,-37,-3,-2,3,30,2,2,0.16666666666666669,1,0,1,3.8400000000000034,101.7829999999999,Home
2007,1,2007-09-09,8,64,61,-2,19,10,-3,1,11,9,62,1,0,0,-2,-2,-2,-1,-18,-1,0,-0.125,1,0,1,14.099999999999998,71.46000000000004,Home
2007,16,2007-12-24,6,54,109,-2,13,19,55,1,4,-4,35,1,-2,-2,-19,0,0,2,2,5,3,0.5,0,-2,NA,13.439999999999998,174.30899999999997,Home
2007,15,2007-12-16,7,-160,88,-6,19,44,248,4,-12,-25,-160,-1,-5,0,0,-1,-1,-1,-13,3,3,0.2142857142857143,0,0,0,23.060000000000002,215.94299999999998,Home
2007,8,2007-10-28,-11,-124,-130,-5,-35,-1,-6,0,-21,-34,-123,2,-4,0,1,-1,-1,-2,15,0,-4,0.38095238095238093,0,-1,NA,-13.060000000000002,167.12000000000012,Home
2007,10,2007-11-11,-14,-225,-209,-3,-34,-2,16,1,-21,-32,-224,-2,-4,0,1,2,1,6,57,-3,-4,-0.16666666666666669,0,0,0,-12.400000000000002,-153.99900000000002,Home
2007,4,2007-09-30,2,-64,-57,2,8,-4,7,1,4,13,-73,-2,0,-1,-9,1,2,0,-7,0,-1,0.033333333333333354,0,1,NA,-0.1599999999999966,111.95800000000008,Away
2007,6,2007-10-14,0,-46,117,-2,-13,8,163,4,-10,-16,-73,-1,-1,-5,-27,-2,-1,-2,-28,1,1,0.09523809523809523,-2,-3,NA,-2.3999999999999986,233.42000000000007,Home
2007,18,2008-01-06,2,153,102,-1,1,2,-51,1,3,1,154,1,0,-2,1,0,-1,-1,15,-5,-5,-0.30303030303030304,1,1,NA,4.640000000000001,115.09999999999991,Home
2007,5,2007-10-07,0,-29,-8,1,-5,-8,21,-1,3,2,-28,2,1,1,1,-2,0,-2,-12,-1,-1,-0.09523809523809523,-1,-1,NA,-1.7000000000000028,-64.44700000000012,Away
2007,13,2007-12-02,-4,-20,-26,-1,-18,8,-6,1,-10,-23,-45,1,0,-3,-25,0,-1,-3,-9,0,-3,0.17142857142857137,0,-2,NA,-1.8400000000000034,8.298000000000002,Home
2007,1,2007-09-09,-5,-37,-147,0,-1,-17,-110,0,4,15,-32,-2,0,1,5,-1,0,1,7,5,5,0.39999999999999997,0,1,NA,-8.239999999999998,-33.309999999999945,Away
2007,8,2007-10-28,4,78,25,1,8,-5,-53,1,7,14,74,-2,1,-1,-4,0,0,-10,-72,3,3,0.2142857142857143,0,2,NA,0.060000000000002274,-78.6210000000001,Away
2007,15,2007-12-16,4,-34,87,-1,21,8,121,0,1,9,-6,-1,0,4,28,0,-1,7,58,-1,-1,-0.09999999999999998,1,3,NA,12.799999999999997,-246.91499999999996,Away
2007,16,2007-12-20,-7,-33,-109,2,-4,-22,-76,-1,4,21,-58,0,2,-3,-25,0,0,1,-16,-1,0,-0.2,-1,1,-1,-12.540000000000003,-223.41699999999992,Away
2007,12,2007-11-25,-1,-54,-37,0,10,12,17,0,2,-1,-56,0,1,-1,-2,2,-1,-2,-25,1,3,0,0,1,NA,10.560000000000002,-125.43100000000004,Away
2007,2,2007-09-16,12,234,206,1,21,-5,-28,-2,13,24,242,1,0,2,8,1,1,1,13,3,3,0.3,-1,0,-1,3.6400000000000006,-1.5299999999999727,Away
2007,15,2007-12-16,0,106,15,-1,3,-7,-91,1,8,9,107,0,-1,1,1,1,0,3,20,-5,-4,-0.36666666666666664,1,1,NA,4.329999999999998,-157.60500000000002,Home
2007,10,2007-11-11,0,-25,55,-1,18,13,80,0,4,6,-26,0,-1,-1,-1,-2,0,5,29,3,5,0.3333333333333333,0,2,-0.6666666666666667,13.959999999999997,-192.48299999999995,Away
2007,17,2007-12-30,-2,-66,-57,0,12,1,9,0,4,10,-58,-1,-1,1,8,0,1,2,35,-1,1,-0.26666666666666666,0,0,NA,3.3599999999999994,-175.6790000000001,Away
2007,2,2007-09-16,2,87,-18,5,-3,-15,-105,-2,9,11,101,0,4,1,14,1,1,-4,-44,1,1,0.0535714285714286,-1,-2,NA,-10.099999999999998,-32.93899999999985,Away
2007,7,2007-10-21,2,-156,-61,1,19,8,95,3,2,9,-133,-6,0,2,23,1,1,-1,1,-2,3,-0.6666666666666666,3,3,NA,10.159999999999997,-383.2669999999998,Away
2007,13,2007-12-02,-8,-59,-185,3,-10,-22,-126,-3,8,15,-59,-1,2,-3,0,2,1,2,31,-1,-1,-0.05555555555555558,2,2,NA,-10,-67.89899999999989,Away
2007,4,2007-09-30,-8,67,-91,1,-15,-29,-158,-2,9,13,83,-1,2,1,16,-2,-1,3,19,-5,-5,-0.39999999999999997,0,-1,0.33333333333333337,-10.239999999999998,106.64699999999993,Away
2007,1,2007-09-09,-2,-6,37,-1,-16,-1,43,0,-10,-9,-36,1,-1,-6,-30,0,0,-2,-5,-3,-3,-0.3,0,0,NA,-6.040000000000003,-11.512000000000171,Home
2007,15,2007-12-17,10,59,163,3,9,17,104,1,-4,-9,65,0,2,1,6,-1,1,-7,-65,1,-3,0.2222222222222222,0,-1,0.5,11.5,79.56500000000005,Home
2007,13,2007-12-02,15,-3,190,0,20,32,193,3,-8,-9,-29,1,1,-3,-26,-5,-1,-2,-23,2,0,0.4,0,0,0,14.060000000000002,63.11500000000001,Home
2007,4,2007-09-30,0,-111,-2,0,-1,1,109,0,-11,-6,-86,-1,1,4,25,-2,-1,1,0,2,4,0.0444444444444444,0,0,0,-1.9399999999999977,-126.96500000000015,Away
2007,9,2007-11-04,12,-37,299,0,3,23,336,3,-6,-20,-39,1,-1,0,-2,-1,1,1,14,0,0,0,1,0,1,8.239999999999998,-214.14800000000014,Home
2007,11,2007-11-18,7,-57,106,3,-11,6,163,3,-4,-15,-79,-1,0,-2,-22,3,3,-6,-25,-3,-7,-0.3333333333333333,0,0,NA,-1.8400000000000034,126.15599999999995,Home
2007,8,2007-10-28,-2,-172,-129,0,-5,3,43,-1,-9,-10,-151,0,0,2,21,0,0,-2,3,-2,0,-0.28571428571428575,0,0,NA,-1.8599999999999994,-64.971,Away
2007,16,2007-12-23,4,-49,-68,3,3,-7,-19,1,2,11,-49,-2,2,-1,0,0,1,-1,-12,-3,-5,-0.19444444444444442,0,-1,0,-1.4600000000000009,56.64300000000003,Away
2007,3,2007-09-23,15,225,292,-1,18,11,67,0,12,8,210,4,-1,-1,-15,0,0,-3,-10,-3,-3,-0.5,1,3,NA,8.64,193.9079999999999,Home
2007,5,2007-10-07,1,4,59,-4,3,11,55,0,0,-5,-22,1,-3,-3,-26,-1,-1,-1,12,0,1,-0.06666666666666671,1,1,0.5,4.900000000000002,286.37699999999995,Home
2007,19,2008-01-12,2,-12,53,-2,2,7,65,1,4,-5,-16,1,-1,0,-4,-2,-1,1,32,1,1,0.16666666666666669,-1,-2,0.33333333333333337,5.400000000000002,193.30500000000006,Home
2007,20,2008-01-20,8,-9,36,1,6,9,45,1,3,-4,-2,2,1,1,7,0,0,1,14,0,-2,0.08333333333333331,0,0,NA,6.659999999999997,141.692,Home
2007,2,2007-09-16,11,114,206,-1,12,12,92,1,6,1,100,1,-1,-1,-14,1,0,-1,-8,1,1,0.2,0,0,0,11.540000000000003,-1.2580000000000382,Home
2007,16,2007-12-23,4,71,159,4,-9,3,88,1,0,-8,44,2,2,-4,-27,1,2,-2,-14,3,-3,0.5571428571428572,0,-1,0,-3.460000000000001,509.02599999999984,Home
2007,15,2007-12-16,3,-10,31,-1,1,18,41,1,-11,-13,-44,0,0,-4,-34,-4,-1,0,6,4,5,0.4444444444444444,0,-2,0.6666666666666667,7.239999999999998,409.74,Home
2007,12,2007-11-25,3,26,19,-3,10,-3,-7,1,7,12,35,-2,-3,1,9,-2,0,4,26,-1,-3,0.17500000000000004,-1,0,-1,4.359999999999999,277.549,Home
2007,14,2007-12-09,2,231,72,-1,-12,-23,-159,0,13,14,212,3,0,-3,-19,1,-1,-3,-29,-1,-2,-0.041666666666666685,-1,-3,0.5,-9.439999999999998,172.817,Home
2007,8,2007-10-28,21,157,262,-3,21,19,105,3,10,4,137,2,-1,-2,-20,-2,-2,1,0,1,-3,0.35,1,0,0.5,15.64,267.39999999999986,Home
2007,15,2007-12-16,7,93,104,0,6,7,11,2,7,0,82,-1,-1,-1,-11,1,1,-7,-63,1,0,0.16666666666666669,-1,-1,0,3.740000000000002,62.21499999999992,Home
2007,7,2007-10-21,-4,-40,-24,1,-12,-2,16,1,-5,-7,-54,1,1,-3,-14,-3,0,-3,-3,-3,-4,-0.2444444444444444,1,3,NA,-10.900000000000002,78.644,Home
2007,5,2007-10-07,11,97,98,1,27,0,1,1,18,28,90,-1,1,-1,-7,-2,0,-2,-24,5,4,0.625,2,2,NA,10.439999999999998,-47.00400000000013,Away
2007,9,2007-11-04,14,91,106,-2,17,2,15,1,15,16,91,1,-3,-1,0,2,1,-2,-18,0,0,0,0,-1,NA,7.799999999999997,-84.04299999999989,Home
2007,10,2007-11-11,-4,-20,-110,2,-24,-24,-90,1,-3,2,-32,-1,2,-2,-12,0,0,-3,-49,-5,-5,-0.7142857142857143,0,1,NA,-19.400000000000002,191.22900000000004,Away
2007,16,2007-12-23,-2,25,-89,0,-2,-7,-114,1,3,7,21,-3,1,-2,-4,-3,-1,2,35,-2,0,-0.33333333333333337,1,1,0.5,-3.6000000000000014,7.238000000000056,Away
2007,13,2007-12-02,-11,-132,-220,0,-19,-5,-88,-1,-12,-14,-134,0,-1,0,-2,3,1,-1,-15,1,-1,0.26666666666666666,-1,-1,NA,-9.540000000000003,-24.91300000000001,Away
2007,3,2007-09-24,-1,32,-32,4,2,-18,-64,1,11,19,39,-2,3,1,7,0,1,-6,-34,2,2,0.16666666666666669,-1,0,-1,-6.200000000000003,-37.29299999999989,Away
2007,10,2007-11-11,4,-49,-23,1,13,3,26,1,3,6,-11,-3,1,4,38,0,0,-2,-14,2,2,0.25,0,1,NA,9.599999999999998,-60.02800000000002,Away
2007,2,2007-09-16,-5,-54,-43,1,-10,-13,11,-2,-9,2,-42,-2,0,1,12,2,1,-2,8,0,0,0,0,1,NA,-8.86,-35.18599999999992,Away
2007,8,2007-10-28,1,-70,-7,-1,1,11,63,1,-9,-8,-90,-1,0,-2,-20,0,-1,0,-1,-1,-1,-0.0714285714285714,1,1,NA,4.159999999999997,195.567,Home
2007,12,2007-11-25,3,110,58,4,16,-20,-52,0,11,37,144,0,4,-1,34,-1,0,1,15,-1,1,-0.17857142857142855,-1,1,-1,-4.459999999999997,100.60800000000017,Away
2007,21,2008-02-03,-5,18,64,0,-6,10,46,-1,-10,-14,-11,1,1,-2,-29,1,-1,-1,1,1,4,-0.16666666666666663,1,-1,1,0.8999999999999986,-247.66599999999994,Home
2007,17,2007-12-29,-8,-109,-74,1,-17,-7,35,-2,-10,-10,-105,2,1,0,4,1,0,0,11,0,-2,0.1333333333333333,-1,-1,NA,-12.599999999999998,-286.4839999999999,Away
2007,5,2007-10-07,5,-36,97,-1,2,14,133,2,-8,-11,-43,1,-2,-1,-7,1,1,-3,-3,-4,-3,-0.2714285714285714,1,0,1,7.5,19.56600000000003,Home
2007,4,2007-09-30,0,53,22,0,-12,4,-31,0,-1,-5,-3,1,1,-11,-56,-4,-1,-11,-105,-1,-3,0.025000000000000022,0,-1,NA,-0.8599999999999994,-49.88700000000017,Home
2007,7,2007-10-21,1,-25,12,-3,2,13,37,1,-5,-6,-63,0,-1,-5,-38,-3,-2,-5,-15,4,4,0.375,-2,-2,NA,2.6000000000000014,131.46399999999994,Home
2007,15,2007-12-16,6,12,-2,1,21,-7,-14,-2,10,28,18,1,0,0,6,1,1,-1,0,-1,0,-0.1,2,5,NA,2.1599999999999966,80.769,Away
2007,8,2007-10-28,-5,-85,-93,2,-4,-12,-8,0,1,6,-70,-1,1,2,15,3,1,-5,-25,-1,-2,-0.08333333333333331,0,0,NA,-5.040000000000003,-84.14800000000014,Away
2007,14,2007-12-09,8,83,50,1,17,1,-33,0,8,12,101,-2,1,4,18,1,0,-2,-20,-1,1,-0.23333333333333336,1,1,0,4.040000000000003,-53.996000000000095,Away
2007,17,2007-12-30,6,-28,118,0,9,26,146,0,-6,-17,-44,0,0,0,-16,0,0,-3,-22,2,1,0.25,0,2,-0.6666666666666667,8.019999999999996,34.30799999999999,Home
2007,3,2007-09-23,-6,-197,-168,-1,1,15,29,-1,-8,-14,-194,1,-1,0,3,0,0,-4,-30,3,0,0.5,-1,-1,NA,3.6599999999999966,31.440000000000055,Home
2007,1,2007-09-09,-11,-130,-204,0,-10,-18,-74,-1,-1,3,-95,-1,0,5,35,1,0,-2,4,-4,-2,-0.5142857142857142,0,0,0,-6.299999999999997,-118.92200000000003,Away
2007,6,2007-10-14,-5,-153,-146,0,-10,4,7,0,-11,-14,-150,-1,0,0,3,0,0,-2,-14,-4,-2,-0.4166666666666667,0,1,NA,-3.8599999999999994,-37.52800000000002,Away
2007,11,2007-11-18,4,-5,34,-1,3,1,39,0,-1,6,-33,0,0,-4,-28,-2,-1,-4,-70,-1,-1,-0.09523809523809523,0,2,NA,-6.689999999999998,-260.2270000000001,Home
2007,9,2007-11-04,0,79,-93,0,-1,-22,-172,-1,11,19,84,1,-1,2,5,0,1,0,-10,2,0,0.3333333333333333,0,0,NA,-5.149999999999999,-81.55899999999997,Away
2007,10,2007-11-11,-4,-131,-102,3,-5,-4,29,-1,-3,-1,-131,-1,1,0,0,0,2,-1,-4,-1,-1,-0.11904761904761904,0,0,NA,-3.240000000000002,-159.07799999999997,Away
2007,3,2007-09-23,2,-14,84,0,12,22,98,0,-4,-11,-22,0,-2,1,-8,2,2,-2,-9,2,-1,0.30357142857142855,0,0,0,12.560000000000002,-84.66300000000001,Home
2007,13,2007-12-02,6,-9,80,-3,7,12,89,-1,2,-4,-17,3,-2,-1,-8,2,-1,-2,-5,0,2,-0.16666666666666663,0,1,0,8.659999999999997,-174.4570000000001,Home
2007,1,2007-09-09,3,-1,-17,1,7,2,-16,0,3,4,24,-1,0,1,25,5,1,2,15,2,2,0.16666666666666669,0,0,NA,6.200000000000003,-37.108999999999924,Away
2007,9,2007-11-04,6,-24,-49,2,3,-6,-25,-1,2,8,-23,0,2,1,1,-1,0,-3,-16,0,0,0,0,0,0,-0.8999999999999986,-81.70699999999988,Away
2007,15,2007-12-16,-2,-160,-69,-1,6,19,91,1,-7,-10,-172,0,-1,-3,-12,2,0,3,17,2,3,0.1111111111111111,1,1,0.3333333333333333,7.540000000000003,-394.08299999999986,Away
2007,7,2007-10-21,-4,49,-22,1,-10,-8,-71,-1,2,-2,51,1,0,0,2,2,1,1,5,1,0,0.1111111111111111,0,1,NA,-3.700000000000003,-163.88300000000004,Away
2007,17,2007-12-30,2,61,63,3,3,-4,2,1,8,4,84,-1,1,3,23,3,2,2,-15,0,1,-0.06666666666666671,0,3,NA,3.759999999999998,-303.693,Away
2007,17,2007-12-30,7,189,120,2,4,-11,-69,0,13,11,212,1,1,4,23,2,1,3,16,3,2,0.3714285714285714,-1,-2,NA,1.0600000000000023,77.70299999999997,Home
2007,7,2007-10-21,2,-103,-52,0,-3,2,51,0,-6,-7,-96,0,0,2,7,0,0,-2,-19,2,2,0.12698412698412703,0,0,NA,1.0399999999999991,4.3940000000000055,Away
2007,9,2007-11-04,-3,-74,-118,2,11,-13,-44,-1,7,21,-60,-2,1,3,14,2,1,2,0,-3,0,-0.42857142857142855,3,3,NA,-4.640000000000001,-68.09500000000003,Away
2007,3,2007-09-23,9,-30,104,-1,-4,23,134,3,-8,-20,-65,2,-1,-7,-35,-1,0,-4,-30,-1,-6,0.625,0,-2,NA,5,66.56000000000017,Home
2007,11,2007-11-18,11,41,166,3,22,14,125,1,7,8,41,1,3,0,0,-1,0,1,25,1,1,0.08333333333333331,0,-1,NA,9.64,174.32799999999997,Home
2007,14,2007-12-09,3,-42,-12,-1,2,1,30,0,3,0,-40,0,0,1,2,-1,-1,4,26,-4,-3,-0.38888888888888895,2,3,NA,4.959999999999997,-21.69600000000014,Away
2007,13,2007-12-02,1,43,52,2,7,0,9,0,0,8,33,-1,3,-1,-10,-2,-1,-2,-25,1,2,0,0,1,0,0.9399999999999977,-16.882000000000062,Away
2007,2,2007-09-17,-1,19,3,-1,6,-13,-16,-1,12,17,31,-1,-1,2,12,-1,0,-3,-10,-2,-1,-0.18055555555555558,2,3,NA,-0.14000000000000057,68.13499999999999,Away
2007,9,2007-11-05,9,161,187,-3,12,25,26,-1,-2,-10,139,5,0,-3,-22,-4,-3,-6,-36,2,1,0.2142857142857143,0,0,NA,12.5,58.759000000000015,Home
2007,2,2007-09-16,14,115,197,1,17,11,82,1,6,9,88,1,1,-3,-27,-1,0,-3,-46,8,8,0.6666666666666666,0,-3,NA,10.900000000000002,81.644,Home
2007,13,2007-12-02,5,9,36,3,-1,12,27,0,4,-12,1,2,2,-1,-8,0,1,-1,-8,0,-1,0.0714285714285714,0,-3,NA,8.239999999999998,124.52299999999991,Home
2007,10,2007-11-11,9,119,238,0,21,17,119,1,7,0,155,-1,1,4,36,-1,-1,-2,-10,-2,1,-0.4047619047619048,0,0,NA,16.560000000000002,166.51699999999983,Home
2007,15,2007-12-16,-12,-95,-204,-1,-20,-24,-109,-1,-2,-1,-55,0,-1,5,40,2,0,3,24,2,1,0.2857142857142857,-3,-2,-1,-15.299999999999997,-4.5909999999998945,Away
2007,18,2008-01-05,10,193,101,2,20,-3,-92,0,20,21,197,1,1,2,4,1,1,-1,10,2,2,0.17142857142857137,0,0,0,5.959999999999997,-38.39599999999996,Away
2007,12,2007-11-26,4,22,57,-1,4,6,35,0,4,-3,33,0,1,1,11,-1,-2,-1,11,0,-1,0.033333333333333354,0,-1,0,8.459999999999997,288.2660000000001,Home
2007,5,2007-10-07,11,73,198,-1,20,28,125,2,4,-8,84,1,-1,0,11,2,0,2,39,0,-1,0.05555555555555558,0,0,NA,21.5,40.146000000000186,Home
2007,3,2007-09-23,2,-53,61,0,-4,11,114,1,-4,-15,-49,0,-1,0,4,1,1,1,3,-2,-6,0.09999999999999998,0,-1,NA,2.6599999999999966,150.15999999999985,Home
2007,14,2007-12-09,-2,-36,-6,-5,-5,12,30,0,-6,-13,-65,1,-5,-4,-29,0,0,-2,-32,1,-1,0.23333333333333336,0,-1,0.5,-1.240000000000002,91.56200000000013,Home
2007,16,2007-12-23,8,5,43,-1,5,9,38,0,3,-4,3,1,2,0,-2,-3,-3,-6,-69,1,0,0.14285714285714285,-2,-1,-1,5.200000000000003,135.462,Home
2007,11,2007-11-18,5,84,80,0,5,1,-4,-1,6,7,71,2,0,-3,-13,-1,0,-4,-20,2,2,0.16666666666666669,1,-1,1,2.1599999999999966,-3.178000000000111,Home
2007,3,2007-09-23,-5,-90,-72,-2,-11,-5,18,-1,-3,-6,-94,2,0,0,-4,-1,-2,-7,-52,-1,0,-0.14285714285714285,1,1,NA,-6.739999999999998,-21.781999999999925,Home
2007,7,2007-10-21,4,21,68,-4,4,15,47,0,-3,-5,-30,2,-2,-6,-51,-2,-2,-4,-20,2,1,0.23214285714285715,0,1,NA,6.040000000000003,113.50700000000006,Home
2007,6,2007-10-14,3,87,58,1,0,-12,-29,-1,1,7,116,0,1,5,29,-1,0,-2,-26,0,3,-0.32142857142857145,-1,2,-1,-5.459999999999997,108.75099999999998,Away
2007,10,2007-11-12,21,180,207,0,30,20,27,1,15,12,164,2,1,-2,-16,1,-1,-6,-14,4,3,0.5,0,-3,NA,19.799999999999997,141.7270000000001,Home
2007,1,2007-09-09,4,10,59,-1,1,11,49,1,-3,-7,12,1,0,-3,2,-1,-1,-2,-2,0,0,0,0,0,NA,0.8400000000000034,94.55099999999993,Home
2007,18,2008-01-05,-7,-17,-15,0,-28,-8,2,1,-9,-18,-37,-1,0,-2,-20,0,0,-2,-9,-1,-3,-0.05714285714285716,-1,-3,NA,-8.5,-24.27500000000009,Home
2007,1,2007-09-10,-4,2,-67,-1,-11,-16,-69,1,1,3,24,-1,-2,2,22,1,1,-4,-31,0,-1,0.04999999999999999,1,1,NA,-9.060000000000002,9.999999999763531e-4,Home
2007,5,2007-10-07,-13,-100,-152,1,-35,-14,-52,0,-17,-24,-88,1,1,3,12,1,0,-3,8,-2,-3,-0.16666666666666666,-1,-1,NA,-16,-143.91499999999996,Away
2007,15,2007-12-15,7,-71,24,0,17,18,95,1,2,-3,-55,0,0,2,16,2,0,2,0,2,1,0.2142857142857143,-1,-1,-0.5,11.959999999999997,-181.98199999999997,Home
