season,week,date,firstDownDiff,netPassYdsDiff,totalYdsDiff,turnoverDiff,totalPlaysDiff,rushAttDiff,rushYdsDiff,rushTDDiff,passCompDiff,passAttDiff,passYdsDiff,passTDDiff,passIntDiff,timesSackedDiff,sackYdsLostDiff,fumDiff,fumLostDiff,numPenDiff,penYdsDiff,thirdConvDiff,thirdAttDiff,thirdPercDiff,fourthConvDiff,fourthAttDiff,fourthPercDiff,topDiff,eloDiff,winner
2004,1,2004-09-11,-1,137,20,2,15,-16,-117,0,17,30,137,0,3,1,0,-2,-1,6,16,-2,-2,-0.20833333333333334,1,1,NA,-0.9600000000000009,-40.38099999999986,Away
2004,3,2004-09-26,0,111,58,1,-6,-5,-53,-1,-2,-3,112,2,0,2,1,2,1,-3,-31,0,-1,0.06666666666666671,0,0,0,-4.040000000000003,36.03200000000015,Home
2004,1,2004-09-12,-4,-73,-8,-2,-19,7,65,-1,-11,-27,-76,4,0,1,-3,-3,-2,-4,-79,1,-2,0.3714285714285715,-1,-2,NA,0.5399999999999991,19.304000000000087,Home
2004,11,2004-11-21,9,145,106,0,20,7,-39,1,10,13,142,1,0,0,-3,0,0,-2,-65,-3,-2,-0.3714285714285714,0,1,NA,4.799999999999997,113.13400000000001,Home
2004,16,2004-12-24,-9,-73,-44,-1,-31,-10,29,-1,-14,-20,-80,0,-1,-1,-7,-1,0,5,53,-3,-6,0.11111111111111105,-2,-2,NA,-8.439999999999998,-68.97999999999979,Away
2004,12,2004-11-28,6,-7,-49,0,-2,3,-42,1,0,-7,0,0,1,2,7,-2,-1,-2,-10,-3,-5,-0.16666666666666669,0,-1,NA,-2.5600000000000023,53.49800000000005,Home
2004,8,2004-10-31,-7,116,41,3,-4,-19,-75,-3,11,20,87,1,2,-5,-29,-2,1,2,-4,2,3,0.175,0,0,NA,-4.939999999999998,119.40499999999997,Away
2004,14,2004-12-12,-4,-56,-81,0,-8,-6,-25,1,-2,0,-64,-2,-1,-2,-8,2,1,0,-37,1,3,-0.07142857142857145,0,0,NA,-5.439999999999998,40.63599999999997,Away
2004,7,2004-10-24,4,-27,70,-4,2,13,97,1,4,-12,-15,1,-3,1,12,-3,-1,-4,-19,1,2,0.08333333333333331,0,0,0,5.439999999999998,39.00800000000004,Home
2004,12,2004-11-28,10,123,190,-2,13,21,67,1,0,-5,79,0,-1,-3,-44,0,-1,0,-9,2,3,0.11363636363636365,0,-1,NA,11.799999999999997,130.942,Home
2004,10,2004-11-14,17,145,303,-4,41,28,158,0,10,14,152,2,-3,-1,7,-1,-1,3,-4,6,6,0.6666666666666666,0,0,0,22.74,228.67100000000005,Home
2004,14,2004-12-12,-4,-71,-127,-3,-12,-2,-56,1,-9,-11,-68,-1,-2,1,3,-2,-1,-7,-62,-5,-4,-0.375,0,1,-0.5,-6.359999999999999,266.3280000000002,Home
2004,19,2005-01-16,3,-115,49,-3,11,24,164,1,-9,-15,-94,1,-1,2,21,-3,-2,1,-9,-1,0,-0.14285714285714285,0,0,NA,15.439999999999998,72.50599999999986,Home
2004,1,2004-09-09,-6,76,-44,-1,-15,-25,-120,-1,10,9,79,1,0,1,3,0,-1,5,35,0,2,-0.25,-1,-1,NA,-3.3599999999999994,75.93000000000006,Home
2004,5,2004-10-10,-4,-159,-91,-1,-14,12,68,1,-14,-24,-181,1,0,-2,-22,-3,-1,-5,-31,0,0,0,-2,-6,NA,-2.0600000000000023,225.93000000000006,Home
2004,7,2004-10-24,6,48,75,0,4,2,27,-1,1,-1,68,1,0,3,20,-1,0,0,16,0,2,-0.25,-1,-2,NA,-2.039999999999999,141.4369999999999,Home
2004,6,2004-10-17,-3,-117,-81,0,-10,12,36,1,-8,-20,-118,1,-1,-2,-1,0,1,0,-4,-1,-4,0.16666666666666663,0,0,NA,3.240000000000002,146.54099999999994,Home
2004,17,2005-01-02,8,48,87,1,-2,-7,39,1,5,5,47,1,1,0,-1,1,0,-3,-27,-3,-7,0.05555555555555558,-1,-2,0,-1.6000000000000014,462.7249999999999,Home
2004,16,2004-12-26,2,35,102,-1,0,16,67,0,-5,-17,39,1,0,1,4,-2,-1,4,38,1,0,0.1111111111111111,1,1,NA,6.159999999999997,-98.55899999999997,Home
2004,13,2004-12-05,-10,-19,-121,3,-23,-31,-102,-1,-2,11,-43,2,2,-3,-24,1,1,4,60,0,-1,0.047619047619047616,1,1,NA,-23.700000000000003,-81.31799999999998,Away
2004,11,2004-11-21,2,138,22,4,16,-17,-116,-1,15,31,153,-1,3,2,15,1,1,4,-3,3,4,0.3333333333333333,1,3,NA,-0.8400000000000034,-94.68399999999997,Away
2004,10,2004-11-14,-8,-57,-123,-3,-17,-13,-66,1,-7,-6,-52,0,-1,2,5,0,-2,-4,-37,0,-1,0.033333333333333354,0,0,NA,-11.459999999999997,-101.46300000000019,Home
2004,6,2004-10-17,-4,-191,-220,-2,-4,-5,-29,3,-4,0,-176,-4,-1,1,15,-3,-1,-1,-14,-1,0,-0.19999999999999996,2,2,NA,-1.3599999999999994,-98.57600000000002,Away
2004,1,2004-09-12,-9,-39,-134,1,-14,-24,-95,-2,-1,8,-23,0,0,2,16,1,1,3,23,0,1,-0.05357142857142855,0,1,NA,-7.239999999999998,-1.4550000000001546,Away
2004,2,2004-09-19,-5,66,-68,-2,-7,-10,-134,-3,7,2,74,3,-1,1,8,0,-1,-1,-39,2,1,0.2142857142857143,0,0,NA,-3.700000000000003,-11.544999999999845,Home
2004,5,2004-10-10,0,-132,-68,1,-5,3,64,0,-10,-4,-156,1,1,-4,-24,0,0,-3,-5,-1,-1,-0.09523809523809523,0,0,NA,-4.439999999999998,5.451000000000022,Away
2004,11,2004-11-21,4,61,-21,2,8,-8,-82,0,5,17,47,-1,2,-1,-14,-1,0,-6,-44,-5,-3,-0.5,0,1,NA,-3.4399999999999977,-77.44299999999998,Away
2004,9,2004-11-07,2,58,27,3,8,-9,-31,0,10,15,51,0,2,2,-7,2,1,3,39,1,-2,0.14285714285714285,0,3,NA,-0.10000000000000142,78.48000000000002,Away
2004,3,2004-09-26,7,113,105,-3,3,9,-8,3,-2,-4,106,-1,-1,-2,-7,-2,-2,0,-21,1,0,0.14285714285714285,-1,-2,NA,4.060000000000002,-45.67399999999998,Home
2004,17,2005-01-02,-3,-83,-132,-1,-12,-6,-49,0,-5,-4,-87,2,0,-2,-4,0,-1,-3,-68,0,-1,0.047619047619047616,-2,-2,NA,-6.939999999999998,-32.51700000000005,Home
2004,7,2004-10-24,0,40,0,2,12,-3,-40,-2,5,12,40,-1,1,3,0,4,1,-3,-40,-1,-1,-0.09999999999999998,1,3,NA,4.540000000000003,81.3610000000001,Away
2004,12,2004-11-28,-10,-127,-118,1,-15,-12,9,-2,-12,-6,-96,-1,2,3,31,0,-1,-6,-11,1,2,0.041666666666666685,0,1,NA,-7.599999999999998,-221.25299999999993,Away
2004,15,2004-12-18,-9,-127,-191,-1,-27,-18,-64,0,-3,-6,-144,0,-1,-3,-17,0,0,3,41,-2,-4,-0.125,-1,-1,NA,-11.439999999999998,-277.53499999999985,Away
2004,2,2004-09-19,-5,1,-45,-6,-5,0,-46,0,3,-3,-2,-1,-4,-2,-3,-3,-2,1,0,-1,0,-0.16666666666666666,0,1,0,-0.1599999999999966,-67.63799999999992,Home
2004,10,2004-11-14,-2,-37,43,0,-4,4,80,2,-6,-10,-38,-2,1,2,-1,-1,-1,1,16,1,-2,0.3142857142857143,-1,-2,NA,-0.45000000000000284,-8.652000000000044,Away
2004,5,2004-10-10,7,126,131,1,12,1,5,0,15,13,107,-1,0,-2,-19,1,1,1,-38,4,2,0.4166666666666667,0,-1,NA,7.299999999999997,123.29099999999994,Home
2004,1,2004-09-12,5,-19,87,-1,6,6,106,0,2,0,-24,0,-1,0,-5,2,0,-5,-42,1,0,0.1428571428571429,0,1,NA,1.5600000000000023,50.174999999999955,Home
2004,13,2004-12-05,13,3,130,-1,12,11,127,0,8,2,-2,2,-1,-1,-5,-1,0,1,1,-2,-1,-0.2666666666666666,-1,-3,NA,9.439999999999998,128.8789999999999,Home
2004,8,2004-11-01,6,16,213,-3,1,25,197,2,-8,-21,-21,1,-2,-3,-37,-2,-1,3,25,0,-1,0.023809523809523808,0,0,0,7.359999999999999,85.00699999999983,Home
2004,16,2004-12-26,-4,-25,-93,3,-14,-20,-68,0,1,4,-12,-1,2,2,13,0,1,1,-5,2,2,0.12698412698412703,0,0,0,-11.599999999999998,-153.336,Away
2004,15,2004-12-19,8,66,207,-3,7,19,141,2,-4,-8,52,1,-1,-4,-14,-2,-2,0,-5,1,1,0.023809523809523725,1,0,1,10.86,77.12699999999995,Home
2004,6,2004-10-17,3,-50,3,-2,4,5,53,2,2,2,-64,-1,-1,-3,-14,-3,-1,-3,-32,0,2,-0.12698412698412698,0,0,NA,4.540000000000003,118.48299999999995,Home
2004,2,2004-09-19,-2,24,30,-1,-1,2,6,0,5,2,-13,0,-1,-5,-37,0,0,3,41,5,3,0.5,-2,-3,NA,-0.6400000000000006,-32.29399999999987,Home
2004,6,2004-10-17,-16,-76,-299,1,-20,-35,-223,-1,4,11,-54,-3,0,4,22,1,1,0,-4,-1,3,-0.4642857142857143,0,-2,NA,-13.920000000000002,-162.79700000000003,Away
2004,17,2005-01-02,3,-15,39,2,6,-6,54,-1,0,11,-7,0,2,1,8,2,0,1,-15,-2,-3,-0.07142857142857145,1,3,-0.5,-1.759999999999998,-82.99099999999999,Away
2004,13,2004-12-05,-13,-7,-136,-1,-18,-27,-129,-1,4,6,3,0,-1,3,10,0,0,-1,4,-3,-3,-0.22499999999999998,0,1,NA,-13.159999999999997,-95.80199999999991,Away
2004,11,2004-11-21,-12,-6,-129,0,-33,-30,-123,-2,0,-4,1,1,0,1,7,0,0,-1,-4,-2,-1,-0.3,0,0,NA,-16.86,-151.211,Away
2004,7,2004-10-24,0,70,110,2,1,-4,40,-2,3,6,68,1,1,-1,-2,1,1,1,16,2,5,0.10606060606060605,1,1,NA,0.7000000000000028,-28.403999999999996,Away
2004,3,2004-09-26,4,-71,10,1,3,9,81,1,-4,-5,-71,-1,0,-1,0,0,1,3,18,4,1,0.48214285714285715,-2,-2,NA,1.1599999999999966,-56.65499999999997,Home
2004,15,2004-12-19,-11,-108,-112,-1,-22,3,-4,-1,-19,-24,-121,1,0,-1,-13,-1,-1,0,-8,-3,-3,-0.22499999999999998,-1,-3,NA,-10.099999999999998,-97.37000000000012,Home
2004,20,2005-01-23,8,67,124,-1,8,7,57,0,7,3,47,2,-1,-2,-20,1,0,1,35,5,3,0.3181818181818182,-2,-2,-0.6666666666666666,6.5,79.27199999999993,Home
2004,8,2004-10-31,0,-14,-29,-1,-8,-4,-15,0,-6,-4,-4,0,-1,0,10,0,0,2,-19,-2,-4,-0.25,0,-2,NA,-7.659999999999997,113.80500000000006,Home
2004,6,2004-10-17,-11,16,-61,-3,-28,-11,-77,2,-10,-16,4,-1,-3,-1,-12,0,0,-4,-7,0,-1,0.047619047619047616,-2,-2,NA,-17,138.72599999999989,Home
2004,17,2005-01-02,2,102,34,5,11,-19,-68,-3,15,27,127,0,3,3,25,2,2,3,15,0,0,0,-1,1,-1,0.9399999999999977,215.00099999999998,Away
2004,15,2004-12-19,10,51,91,1,8,2,40,1,4,7,47,0,0,-1,-4,0,1,-1,1,-3,-4,-0.25,0,0,NA,1.0600000000000023,307.92599999999993,Home
2004,13,2004-12-05,9,250,293,-1,7,3,43,0,10,5,238,3,-2,-1,-12,0,1,-4,-10,3,0,0.4285714285714286,0,0,NA,7.560000000000002,90.49699999999984,Home
2004,19,2005-01-16,2,-2,10,-1,-12,4,12,-1,-3,-14,-30,1,-2,-2,-28,2,1,-3,-88,1,-3,0.42500000000000004,-3,-5,NA,-4.840000000000003,95.34900000000016,Home
2004,2,2004-09-20,-6,-106,-93,-1,-23,-2,13,1,-18,-19,-98,1,-1,-2,8,-2,0,-7,-45,0,-3,0.3333333333333333,-2,-2,NA,-15.760000000000002,73.90100000000007,Home
2004,21,2005-02-06,3,105,38,3,9,-11,-67,-1,7,18,121,1,3,2,16,1,0,-4,-12,4,4,0.35555555555555557,0,0,NA,-3.240000000000002,-168.90100000000007,Away
2004,1,2004-09-12,2,70,41,-1,0,4,-29,-2,7,-1,61,4,0,-3,-9,-3,-1,3,20,0,-3,0.22499999999999998,-1,-2,NA,4.340000000000003,201.721,Home
2004,11,2004-11-21,5,46,120,1,3,7,74,0,-3,-7,60,4,0,3,14,1,1,-3,-46,1,-1,0.23809523809523808,0,-1,NA,3.039999999999999,271.462,Home
2004,16,2004-12-26,4,44,156,1,9,21,112,-1,-3,-12,44,2,0,0,0,1,1,0,-5,-4,-6,-0.22222222222222227,2,3,0.5,7.760000000000002,106.01700000000005,Home
2004,4,2004-10-03,1,12,40,-1,1,13,28,1,-3,-12,10,0,-2,0,-2,3,1,2,44,0,-2,0.11428571428571432,0,0,NA,3.740000000000002,73.35000000000014,Home
2004,5,2004-10-10,4,24,96,0,7,22,72,3,0,-13,21,0,1,-2,-3,0,-1,-2,9,6,3,0.75,-1,-1,-0.5,11.400000000000002,74.64499999999998,Home
2004,20,2005-01-23,1,29,66,4,7,5,37,-1,0,3,19,0,3,-1,-10,1,1,1,15,1,4,0,0,1,-0.5,3.039999999999999,-67.06799999999998,Away
2004,8,2004-10-31,6,-47,169,-4,20,43,216,1,-7,-19,-75,0,-2,-4,-28,-2,-2,3,35,2,2,0.22857142857142854,0,0,NA,25.939999999999998,-176.78600000000006,Home
2004,14,2004-12-12,0,-47,-34,-1,-10,-1,13,1,-7,-11,-35,1,-1,2,12,0,0,-10,-69,-5,-4,-0.5555555555555556,0,0,NA,-1.6000000000000014,72.13000000000011,Home
2004,19,2005-01-15,6,6,89,2,11,16,83,1,-4,-3,-1,1,1,-2,-7,1,1,2,10,-1,0,-0.16666666666666666,0,0,NA,8.330000000000002,135.17499999999995,Home
2004,1,2004-09-12,-1,-167,-121,-3,-5,11,46,3,-7,-15,-163,-2,-2,-1,4,-3,-1,-2,-11,5,5,0.39999999999999997,-2,-2,NA,-1.4399999999999977,40.91100000000006,Home
2004,9,2004-11-07,18,78,307,1,39,47,229,1,-4,-6,74,2,0,-2,-4,2,1,-1,-5,4,1,0.8,2,2,0.6666666666666666,23.64,-105.05199999999991,Home
2004,12,2004-11-28,5,-5,51,-1,8,24,56,1,-10,-15,-7,-1,-1,-1,-2,-1,0,0,-9,1,1,0.11904761904761904,-2,-4,NA,8.540000000000003,257.6199999999999,Home
2004,16,2004-12-26,-2,-94,-16,-1,-4,6,78,3,-11,-7,-120,-3,-1,-3,-26,-2,0,2,26,-1,0,-0.14285714285714285,0,0,NA,-5.060000000000002,103.18299999999999,Home
2004,17,2005-01-02,-1,20,-101,0,-18,-17,-121,2,1,-2,23,0,0,1,3,-1,0,-7,-48,-3,-3,-0.3,-2,-2,NA,-9.799999999999997,-44.075000000000045,Home
2004,12,2004-11-28,-8,-111,-204,-1,-19,-20,-93,-4,-7,0,-107,0,-2,1,4,1,1,1,20,-6,-3,-0.675,-1,-1,-0.5,-12.799999999999997,42.49100000000021,Away
2004,8,2004-10-31,8,-52,91,1,18,23,143,1,2,-6,-47,-1,0,1,5,3,1,-8,-66,2,1,0.2142857142857143,1,2,NA,11.260000000000002,44.833000000000084,Home
2004,13,2004-12-06,1,191,102,0,1,-4,-89,-1,10,6,189,1,-2,-1,-2,2,2,0,-5,0,-2,0.16666666666666663,2,3,NA,2.5600000000000023,73.28499999999985,Away
2004,18,2005-01-08,2,38,17,0,2,-7,-21,-1,9,11,28,0,0,-2,-10,2,0,5,31,-1,0,-0.14285714285714285,0,2,NA,-2.200000000000003,-3.9610000000000127,Away
2004,5,2004-10-10,-1,-113,-50,-3,-2,6,63,0,-4,-7,-109,-1,-3,-1,4,1,0,0,-5,0,0,0,1,1,NA,0.23000000000000043,52.69800000000009,Away
2004,11,2004-11-21,-2,-42,5,-1,-4,15,47,0,-10,-18,-34,0,0,-1,8,-2,-1,1,-28,2,1,0.26190476190476186,0,0,NA,5.040000000000003,80.17599999999993,Home
2004,3,2004-09-26,15,130,199,-4,17,19,69,2,3,0,110,2,-2,-2,-20,-1,-2,-3,-31,3,0,0.42857142857142855,0,0,0,8.86,85.0809999999999,Home
2004,5,2004-10-10,9,174,128,1,16,-10,-46,-1,19,23,186,-1,-1,3,12,3,2,3,25,0,0,0,0,0,0,1.75,51.45399999999995,Home
2004,1,2004-09-12,7,134,132,1,18,-5,-2,-2,14,24,123,1,0,-1,-11,-1,1,3,-15,1,0,0.16666666666666666,0,0,0,6.900000000000002,39.037000000000035,Away
2004,16,2004-12-26,-15,-124,-252,3,-22,-8,-128,-2,-14,-16,-107,-2,3,2,17,1,0,-1,-16,-6,-4,-0.5777777777777777,1,-1,1,-9.900000000000002,-290.5149999999999,Away
2004,10,2004-11-14,6,-54,-1,3,21,15,53,1,3,3,-19,-2,4,3,35,0,-1,0,11,7,5,0.7777777777777778,1,1,NA,13.36,-48.40300000000002,Away
2004,4,2004-10-03,2,88,-28,2,8,-17,-116,-2,14,22,113,1,1,3,25,2,1,0,-13,-1,-1,-0.09999999999999998,0,1,-0.5,-8.739999999999998,-46.37999999999988,Away
2004,12,2004-11-28,1,-4,24,1,10,-2,28,1,6,5,22,-2,-1,7,26,4,2,-1,8,3,5,0.3333333333333333,0,0,NA,5.060000000000002,-90.76099999999997,Away
2004,9,2004-11-07,-7,-26,-136,1,-9,-16,-110,-1,6,7,-26,-1,1,0,0,1,0,-4,-26,-2,-2,-0.17142857142857137,1,1,NA,-5.239999999999998,-117.24800000000005,Away
2004,15,2004-12-18,-2,-10,-83,3,-11,-22,-73,0,2,11,-8,1,4,0,2,0,-1,-6,-48,-1,-2,-0.041666666666666685,1,2,NA,-13.959999999999997,-73.22700000000009,Away
2004,13,2004-12-05,3,23,-8,-4,-8,3,-31,2,0,-9,16,1,-2,-2,-7,-1,-2,-4,-18,2,1,0.23809523809523808,0,-2,NA,-0.9399999999999977,-88.45499999999993,Home
2004,16,2004-12-26,0,92,-3,3,-5,-23,-95,0,11,17,107,-1,2,1,15,1,1,5,25,0,1,-0.09999999999999998,0,0,NA,-11.14,-52.49299999999994,Away
2004,7,2004-10-24,6,64,126,0,9,17,62,0,1,-5,47,1,-1,-3,-17,1,1,-4,-37,4,2,0.45833333333333337,0,-2,NA,4.359999999999999,30.417000000000144,Home
2004,4,2004-10-03,-7,21,20,1,-16,-11,-1,0,2,-6,24,0,0,1,3,1,1,2,47,0,0,0,0,0,NA,-5.640000000000001,-93.47400000000016,Away
2004,9,2004-11-07,-4,-66,-41,-3,-19,-10,25,2,-10,-8,-73,-1,-2,-1,-7,-2,-1,0,-2,-1,-2,0,1,0,1,-7.299999999999997,-61.91500000000019,Home
2004,15,2004-12-19,2,-18,36,3,0,5,54,0,-1,1,-51,-1,1,-6,-33,1,2,-3,-24,1,0,0.14285714285714285,-1,-1,NA,-0.1599999999999966,69.3900000000001,Away
2004,2,2004-09-19,8,55,89,2,15,2,34,0,13,13,62,-1,1,0,7,2,1,-6,-54,0,-1,0.023809523809523808,0,0,NA,7.439999999999998,-32.794999999999845,Away
2004,11,2004-11-21,6,68,155,0,-1,12,87,2,0,-10,63,2,1,-3,-5,1,-1,1,20,5,1,0.7142857142857143,-1,-1,NA,7.099999999999998,116.51099999999997,Home
2004,10,2004-11-14,4,243,214,0,4,-10,-29,0,17,16,218,2,-1,-2,-25,2,1,-2,-25,0,-1,0.02777777777777779,-1,0,-1,-3.0199999999999996,50.656000000000176,Away
2004,8,2004-10-31,6,-22,84,-1,14,20,106,0,1,-4,-37,2,0,-2,-15,0,-1,-3,-6,0,1,-0.06666666666666671,2,2,NA,13.159999999999997,76.25199999999995,Home
2004,16,2004-12-25,-16,-209,-343,0,-25,-32,-134,-1,-9,1,-166,-2,1,6,43,0,-1,1,-29,-1,1,-0.23333333333333336,0,1,NA,-18.799999999999997,-97.07600000000002,Away
2004,17,2005-01-02,-8,-114,-122,-2,-18,0,-8,1,-15,-16,-129,-1,-1,-2,-15,-1,-1,1,-2,-1,-4,0.09999999999999998,-1,-2,NA,-5.939999999999998,-2.0579999999999927,Home
2004,6,2004-10-17,0,-43,-40,2,-1,-15,3,-1,3,15,-56,0,3,-1,-13,-1,-1,0,16,-1,-1,-0.09523809523809523,0,1,NA,-5.260000000000002,187.20699999999988,Away
2004,2,2004-09-19,-2,-8,16,1,16,7,24,0,2,7,23,-2,1,2,31,0,0,6,50,5,4,0.625,0,3,NA,9.840000000000003,54.54500000000007,Away
2004,3,2004-09-26,-2,13,-4,1,5,-3,-17,0,2,7,19,-1,1,1,6,-1,0,-3,-31,2,2,0.22857142857142854,-1,-1,NA,2.460000000000001,121.9889999999998,Away
2004,14,2004-12-13,6,142,159,2,24,9,17,-2,11,11,182,1,-1,4,40,4,3,6,46,1,0,0.25,1,1,NA,15.959999999999997,-19.5,Away
2004,5,2004-10-10,-6,-21,-125,-1,-5,-17,-104,0,4,11,2,1,-2,1,23,2,1,-3,-31,0,0,0,0,0,NA,-4.159999999999997,-124.33500000000004,Away
2004,10,2004-11-14,-2,-36,-48,0,-2,-14,-12,-1,-5,7,-1,0,1,5,35,0,-1,2,0,-7,-4,-0.7,0,1,0,-5.659999999999997,-26.48199999999997,Away
2004,3,2004-09-27,7,53,97,0,20,3,44,-1,10,13,85,0,0,4,32,1,0,2,47,2,4,0.06666666666666671,0,0,NA,10.299999999999997,-50.830000000000155,Away
2004,8,2004-10-31,0,-82,-89,-2,7,-9,-7,-2,5,13,-71,1,-1,3,11,-2,-1,1,9,-1,1,-0.3,1,1,NA,0.5600000000000023,-127.76099999999997,Away
2004,17,2005-01-02,-1,-67,-2,2,-6,13,65,1,-10,-18,-83,0,1,-1,-16,1,1,-4,-36,2,0,0.33333333333333337,-1,-1,NA,0.5399999999999991,-61.49800000000005,Home
2004,13,2004-12-05,20,61,234,0,27,30,173,1,7,-3,61,3,0,0,0,-1,0,1,26,0,-3,0.3,0,-2,NA,20.959999999999997,-52.646999999999935,Home
2004,14,2004-12-12,4,-21,0,-1,17,8,21,1,8,8,-9,-1,0,1,12,-1,-1,7,96,1,3,-0.025000000000000022,0,1,NA,7.900000000000002,-295.01700000000005,Away
2004,1,2004-09-12,3,-14,122,-1,7,24,136,1,-11,-13,-44,0,-1,-4,-30,0,0,-3,-21,3,2,0.30158730158730157,0,0,NA,5.560000000000002,-100.80299999999988,Home
2005,5,2005-10-09,4,153,138,2,18,0,-15,-1,11,17,155,0,2,1,2,0,0,4,25,2,2,0.16666666666666669,1,4,NA,8.400000000000002,-147.9469999999999,Away
2005,12,2005-11-27,4,168,73,2,4,-17,-95,-2,15,18,182,2,1,3,14,1,1,0,24,-3,-2,-0.33333333333333337,0,0,0,-3.3599999999999994,-172.03700000000003,Away
2005,2,2005-09-18,2,108,82,1,8,-6,-26,-1,11,13,111,-1,0,1,3,2,1,4,42,0,0,0,0,0,NA,2.299999999999997,-80.45600000000013,Away
2005,16,2005-12-24,8,139,171,0,15,15,32,-2,13,2,124,1,0,-2,-15,1,0,-1,-20,1,0,0.125,-1,-2,NA,17.799999999999997,-115.99599999999987,Home
2005,9,2005-11-06,1,145,8,4,18,-13,-137,-3,16,28,172,0,3,3,27,0,1,3,26,2,4,0,2,3,NA,3.8999999999999986,-142.95900000000006,Away
2005,7,2005-10-23,-7,-140,-175,-2,-22,-6,-35,0,-14,-17,-129,0,0,1,11,-4,-2,-2,-19,-1,-2,-0.08571428571428569,0,-3,NA,-7,-67.99000000000001,Home
2005,14,2005-12-11,1,118,71,1,-1,-16,-47,-1,7,13,133,1,-2,2,15,0,3,3,2,2,0,0.2857142857142857,-1,0,-1,-6.640000000000001,-77.63699999999994,Away
2005,17,2006-01-01,-8,11,-192,4,-7,-23,-203,-2,8,12,45,-1,1,4,34,3,3,1,15,-2,-1,-0.2142857142857143,0,2,NA,-10.260000000000002,-53.35200000000009,Away
2005,10,2005-11-13,-6,-52,-30,2,-8,0,22,-1,-7,-10,-47,1,-1,2,5,4,3,4,0,0,0,0,1,0,1,-5.859999999999999,134.52099999999996,Away
2005,4,2005-10-02,5,-115,107,-3,5,25,222,2,-12,-12,-162,0,-2,-8,-47,-2,-1,-3,-19,5,2,0.8333333333333334,-2,-1,-1,5.239999999999998,76.34699999999998,Home
2005,5,2005-10-09,2,-58,-83,-1,5,-4,-25,-1,-4,7,-52,0,-1,2,6,0,0,-3,1,3,4,0.25,0,0,NA,-4.840000000000003,-72.875,Away
2005,6,2005-10-16,-11,-139,-190,-1,-10,1,-51,-1,-11,-10,-147,-1,0,-1,-8,-1,-1,2,24,3,2,0.3714285714285714,0,0,NA,-6.859999999999999,90.84300000000007,Home
2005,14,2005-12-12,-3,72,74,0,-16,8,2,2,-14,-21,60,0,1,-3,-12,0,-1,-1,-33,2,1,0.4,-1,-1,NA,-1.3999999999999986,166.99,Home
2005,7,2005-10-24,3,-89,79,-1,7,20,168,0,-12,-12,-118,0,2,-1,-29,-2,-3,-1,-14,4,5,0.4444444444444444,0,-1,0.33333333333333337,6.739999999999998,82.20000000000005,Home
2005,1,2005-09-12,0,-131,18,0,6,26,149,2,-12,-22,-101,-1,0,2,30,0,0,-1,33,3,2,0.42857142857142855,1,0,1,7.700000000000003,-70.09399999999982,Home
2005,11,2005-11-20,11,175,185,1,31,9,10,-1,10,19,188,2,-1,3,13,2,2,3,32,5,5,0.5,0,1,NA,12.060000000000002,71.1099999999999,Away
2005,9,2005-11-06,-8,-112,-89,0,-4,-10,23,-1,0,5,-95,-2,0,1,17,-2,0,2,-14,1,4,-0.125,1,2,NA,-6.859999999999999,-101.04600000000005,Away
2005,6,2005-10-16,4,85,165,-2,13,15,80,0,7,1,66,1,0,-3,-19,-2,-2,3,44,2,3,0.09999999999999998,2,2,NA,14.159999999999997,50.500999999999976,Home
2005,15,2005-12-19,9,72,147,-5,-1,19,75,2,-3,-17,44,3,-3,-3,-28,-1,-2,-3,-23,3,1,0.380952380952381,-2,-3,NA,3.0600000000000023,-15.980000000000018,Home
2005,13,2005-12-04,-1,32,-60,0,-16,-11,-92,1,0,-4,33,0,-1,-1,1,-1,1,-3,-22,-2,-3,-0.1111111111111111,1,1,NA,-7.640000000000001,116.45899999999983,Home
2005,1,2005-09-11,3,70,61,4,16,-5,-9,0,13,18,101,-1,3,3,31,2,1,1,0,-1,-1,-0.11904761904761904,1,0,1,5.700000000000003,-71.01699999999983,Away
2005,16,2005-12-25,5,59,105,1,15,18,46,0,-1,-2,41,1,1,-1,-18,0,0,1,-15,2,3,0.0714285714285714,1,1,NA,6.200000000000003,-28.144000000000005,Home
2005,4,2005-10-02,9,20,107,2,18,30,87,1,1,-7,-5,0,1,-5,-25,1,1,-2,-20,3,3,0.2777777777777778,1,0,1,16.040000000000003,-21.9849999999999,Home
2005,11,2005-11-20,1,-75,-41,0,10,13,34,0,0,-2,-83,0,0,-1,-8,0,0,1,8,4,3,0.4444444444444444,0,-1,NA,2.8500000000000014,-241.04500000000007,Home
2005,3,2005-09-25,-6,-131,-195,0,-1,-1,-64,0,-5,-4,-92,-2,0,4,39,0,0,-4,-40,1,3,-0.17500000000000004,1,2,NA,1.6400000000000006,30.53099999999995,Away
2005,12,2005-11-27,-5,-21,-79,0,-4,-10,-58,0,-4,2,6,-1,1,4,27,-1,-1,0,11,0,0,0,1,1,NA,-11.459999999999997,-102.096,Away
2005,15,2005-12-17,-10,-62,-165,-1,-23,-21,-103,-1,2,-2,-57,-1,0,0,5,-2,-1,3,-8,1,2,0.08333333333333334,-1,-1,0,-9.439999999999998,-211.52400000000011,Away
2005,1,2005-09-11,8,139,196,-5,16,13,57,-1,8,7,100,1,-3,-4,-39,-2,-2,4,33,1,3,0.0357142857142857,0,0,0,16.5,94.17900000000009,Home
